,Facility,Year,Media Type,Chemical,Releases (lb),Parent_Company
2295,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2016,Air,Mercury and mercury compounds,7.3,GOLDEN VALLEY ELECTRIC ASSOC
2296,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2016,Air,Naphthalene,3.0,GOLDEN VALLEY ELECTRIC ASSOC
2297,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2016,Air,"Trimethylbenzene, 1,2,4-",0.19,GOLDEN VALLEY ELECTRIC ASSOC
2319,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2017,Air,Barium and barium compounds,260.0,GOLDEN VALLEY ELECTRIC ASSOC
2320,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2017,Air,Manganese and manganese compounds,82.0,GOLDEN VALLEY ELECTRIC ASSOC
2321,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2017,Air,Lead and lead compounds,1.4,GOLDEN VALLEY ELECTRIC ASSOC
2322,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2017,Air,Mercury and mercury compounds,0.88,GOLDEN VALLEY ELECTRIC ASSOC
2335,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2018,Air,Barium and barium compounds,460.0,GOLDEN VALLEY ELECTRIC ASSOC
2336,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2018,Air,Manganese and manganese compounds,130.0,GOLDEN VALLEY ELECTRIC ASSOC
2337,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2018,Air,"Hexane, n-",18.0,GOLDEN VALLEY ELECTRIC ASSOC
2338,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2018,Air,Mercury and mercury compounds,7.7,GOLDEN VALLEY ELECTRIC ASSOC
2339,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2018,Air,Lead and lead compounds,4.3,GOLDEN VALLEY ELECTRIC ASSOC
2340,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2018,Air,Naphthalene,4.1,GOLDEN VALLEY ELECTRIC ASSOC
2341,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2018,Air,"Trimethylbenzene, 1,2,4-",0.039,GOLDEN VALLEY ELECTRIC ASSOC
2359,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2019,Air,Barium and barium compounds,805.9,GOLDEN VALLEY ELECTRIC ASSOC
2360,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2019,Air,Manganese and manganese compounds,242.0,GOLDEN VALLEY ELECTRIC ASSOC
2361,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2019,Air,Ammonia,107.0,GOLDEN VALLEY ELECTRIC ASSOC
2362,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2019,Air,"Hexane, n-",23.0,GOLDEN VALLEY ELECTRIC ASSOC
2363,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2019,Air,Lead and lead compounds,15.11,GOLDEN VALLEY ELECTRIC ASSOC
2364,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2019,Air,Mercury and mercury compounds,10.0,GOLDEN VALLEY ELECTRIC ASSOC
2365,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2019,Air,Naphthalene,5.6,GOLDEN VALLEY ELECTRIC ASSOC
2366,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2019,Air,"Trimethylbenzene, 1,2,4-",0.12,GOLDEN VALLEY ELECTRIC ASSOC
2367,GOLDEN VALLEY ELECTRIC ASSOC HEALY POWER PLANT - 99743HLYPW25MIL,2019,Air,Dioxin and dioxin-like compounds,0.00113778,GOLDEN VALLEY ELECTRIC ASSOC
2387,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2009,Air,Hydrogen fluoride,32125.0005,DOYON UTILITIES LLC
2388,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2009,Air,Barium and barium compounds,800.111,DOYON UTILITIES LLC
2389,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2009,Air,Manganese and manganese compounds,57.004,DOYON UTILITIES LLC
2390,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2009,Air,Lead and lead compounds,9.3102,DOYON UTILITIES LLC
2391,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2009,Air,Mercury and mercury compounds,2.040003,DOYON UTILITIES LLC
2392,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2009,Air,Dioxin and dioxin-like compounds,0.00059535,DOYON UTILITIES LLC
2397,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2010,Air,Hydrogen fluoride,33937.000648,DOYON UTILITIES LLC
2398,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2010,Air,Barium and barium compounds,845.2592,DOYON UTILITIES LLC
2399,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2010,Air,Manganese and manganese compounds,60.2336,DOYON UTILITIES LLC
2400,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2010,Air,Lead and lead compounds,9.8402,DOYON UTILITIES LLC
2401,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2010,Air,Mercury and mercury compounds,2.1700028,DOYON UTILITIES LLC
2402,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2010,Air,Dioxin and dioxin-like compounds,0.0006240149999999999,DOYON UTILITIES LLC
2407,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2011,Air,Hydrogen fluoride,40175.000722,DOYON UTILITIES LLC
2408,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2011,Air,Barium and barium compounds,1000.0103,DOYON UTILITIES LLC
2409,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2011,Air,Manganese and manganese compounds,71.254,DOYON UTILITIES LLC
2410,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2011,Air,Lead and lead compounds,11.640244,DOYON UTILITIES LLC
2411,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2011,Air,Mercury and mercury compounds,2.5500032,DOYON UTILITIES LLC
2412,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2011,Air,Dioxin and dioxin-like compounds,0.00074529,DOYON UTILITIES LLC
2417,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2012,Air,Hydrogen fluoride,40173.003065,DOYON UTILITIES LLC
2418,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2012,Air,Barium and barium compounds,1047.008,DOYON UTILITIES LLC
2419,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2012,Air,Manganese and manganese compounds,74.6131,DOYON UTILITIES LLC
2420,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2012,Air,Lead and lead compounds,12.1902,DOYON UTILITIES LLC
2421,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2012,Air,Mercury and mercury compounds,2.6800024,DOYON UTILITIES LLC
2422,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2012,Air,Dioxin and dioxin-like compounds,0.000778365,DOYON UTILITIES LLC
2427,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2013,Air,Hydrogen fluoride,37884.003,DOYON UTILITIES LLC
2428,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2013,Air,Barium and barium compounds,956.0076,DOYON UTILITIES LLC
2429,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2013,Air,Manganese and manganese compounds,68.083,DOYON UTILITIES LLC
2430,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2013,Air,Lead and lead compounds,11.1202,DOYON UTILITIES LLC
2431,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2013,Air,Mercury and mercury compounds,2.4400023,DOYON UTILITIES LLC
2432,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2013,Air,Dioxin and dioxin-like compounds,0.000712215,DOYON UTILITIES LLC
2437,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2014,Air,Hydrogen fluoride,34935.0019,DOYON UTILITIES LLC
2438,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2014,Air,Barium and barium compounds,849.0048,DOYON UTILITIES LLC
2439,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2014,Air,Copper and copper compounds,64.0139,DOYON UTILITIES LLC
2440,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2014,Air,Manganese and manganese compounds,60.5019,DOYON UTILITIES LLC
2441,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2014,Air,Zinc and zinc compounds,20.858,DOYON UTILITIES LLC
2442,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2014,Air,Lead and lead compounds,9.88,DOYON UTILITIES LLC
2443,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2014,Air,Mercury and mercury compounds,2.17,DOYON UTILITIES LLC
2444,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2014,Air,Dioxin and dioxin-like compounds,0.000628425,DOYON UTILITIES LLC
2452,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2015,Air,Hydrogen fluoride,35090.0,DOYON UTILITIES LLC
2453,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2015,Air,Barium and barium compounds,1678.21,DOYON UTILITIES LLC
2454,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2015,Air,Manganese and manganese compounds,729.504,DOYON UTILITIES LLC
2455,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2015,Air,Lead and lead compounds,9.9201,DOYON UTILITIES LLC
2456,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2015,Air,Mercury and mercury compounds,5.030001,DOYON UTILITIES LLC
2457,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2015,Air,Dioxin and dioxin-like compounds,0.0006328349999999999,DOYON UTILITIES LLC
2463,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2016,Air,Hydrogen fluoride,27587.0,DOYON UTILITIES LLC
2464,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2016,Air,Barium and barium compounds,1395.61,DOYON UTILITIES LLC
2465,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2016,Air,Manganese and manganese compounds,606.7030000000001,DOYON UTILITIES LLC
2466,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2016,Air,Lead and lead compounds,8.2501,DOYON UTILITIES LLC
2467,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2016,Air,Mercury and mercury compounds,1.150001,DOYON UTILITIES LLC
2468,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2016,Air,Dioxin and dioxin-like compounds,0.0005292,DOYON UTILITIES LLC
2473,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2017,Air,Barium and barium compounds,1437.01,DOYON UTILITIES LLC
2474,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2017,Air,Manganese and manganese compounds,624.7030000000001,DOYON UTILITIES LLC
2475,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2017,Air,Lead and lead compounds,8.49004,DOYON UTILITIES LLC
2476,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2017,Air,Mercury and mercury compounds,1.040001,DOYON UTILITIES LLC
2477,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2017,Air,Dioxin and dioxin-like compounds,0.0005468399999999999,DOYON UTILITIES LLC
2482,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2018,Air,Barium and barium compounds,1414.01,DOYON UTILITIES LLC
2483,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2018,Air,Manganese and manganese compounds,622.003,DOYON UTILITIES LLC
2484,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2018,Air,Lead and lead compounds,8.36005,DOYON UTILITIES LLC
2485,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2018,Air,Mercury and mercury compounds,0.990001,DOYON UTILITIES LLC
2486,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2018,Air,Dioxin and dioxin-like compounds,0.00053802,DOYON UTILITIES LLC
2491,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2019,Air,Barium and barium compounds,1234.01,DOYON UTILITIES LLC
2492,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2019,Air,Manganese and manganese compounds,543.0,DOYON UTILITIES LLC
2493,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2019,Air,Lead and lead compounds,7.31,DOYON UTILITIES LLC
2494,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2019,Air,Mercury and mercury compounds,0.82,DOYON UTILITIES LLC
2495,DOYON UTILITIES FT WAINWRIGHT AK - 99703DYNTL3564N,2019,Air,Dioxin and dioxin-like compounds,0.0004674599999999999,DOYON UTILITIES LLC
2500,AURORA ENERGY LLC - 99701RRNRG1204F,2007,Air,Barium and barium compounds,242.0,NA
2501,AURORA ENERGY LLC - 99701RRNRG1204F,2007,Air,Manganese and manganese compounds,108.0,NA
2502,AURORA ENERGY LLC - 99701RRNRG1204F,2007,Air,Lead and lead compounds,92.6,NA
2503,AURORA ENERGY LLC - 99701RRNRG1204F,2007,Air,Mercury and mercury compounds,7.0,NA
2512,AURORA ENERGY LLC - 99701RRNRG1204F,2008,Air,Barium and barium compounds,238.0,NA
2513,AURORA ENERGY LLC - 99701RRNRG1204F,2008,Air,Manganese and manganese compounds,106.0,NA
2514,AURORA ENERGY LLC - 99701RRNRG1204F,2008,Air,Lead and lead compounds,91.1,NA
2515,AURORA ENERGY LLC - 99701RRNRG1204F,2008,Air,Mercury and mercury compounds,6.9,NA
2524,AURORA ENERGY LLC - 99701RRNRG1204F,2009,Air,Barium and barium compounds,254.0,NA
2525,AURORA ENERGY LLC - 99701RRNRG1204F,2009,Air,Manganese and manganese compounds,113.0,NA
2526,AURORA ENERGY LLC - 99701RRNRG1204F,2009,Air,Lead and lead compounds,97.3,NA
2527,AURORA ENERGY LLC - 99701RRNRG1204F,2009,Air,Mercury and mercury compounds,7.4,NA
2536,AURORA ENERGY LLC - 99701RRNRG1204F,2010,Air,Barium and barium compounds,244.0,NA
2537,AURORA ENERGY LLC - 99701RRNRG1204F,2010,Air,Manganese and manganese compounds,109.0,NA
2538,AURORA ENERGY LLC - 99701RRNRG1204F,2010,Air,Lead and lead compounds,93.5,NA
2539,AURORA ENERGY LLC - 99701RRNRG1204F,2010,Air,Mercury and mercury compounds,7.1,NA
2548,AURORA ENERGY LLC - 99701RRNRG1204F,2011,Air,Barium and barium compounds,257.0,NA
2549,AURORA ENERGY LLC - 99701RRNRG1204F,2011,Air,Manganese and manganese compounds,115.0,NA
2550,AURORA ENERGY LLC - 99701RRNRG1204F,2011,Air,Lead and lead compounds,98.4,NA
2551,AURORA ENERGY LLC - 99701RRNRG1204F,2011,Air,Mercury and mercury compounds,7.5,NA
2560,AURORA ENERGY LLC - 99701RRNRG1204F,2012,Air,Barium and barium compounds,680.0,NA
2561,AURORA ENERGY LLC - 99701RRNRG1204F,2012,Air,Manganese and manganese compounds,110.0,NA
2562,AURORA ENERGY LLC - 99701RRNRG1204F,2012,Air,Lead and lead compounds,95.0,NA
2563,AURORA ENERGY LLC - 99701RRNRG1204F,2012,Air,Mercury and mercury compounds,8.6,NA
2572,AURORA ENERGY LLC - 99701RRNRG1204F,2013,Air,Barium and barium compounds,150.0,NA
2573,AURORA ENERGY LLC - 99701RRNRG1204F,2013,Air,Manganese and manganese compounds,105.0,NA
2574,AURORA ENERGY LLC - 99701RRNRG1204F,2013,Air,Lead and lead compounds,90.0,NA
2575,AURORA ENERGY LLC - 99701RRNRG1204F,2013,Air,Mercury and mercury compounds,6.9,NA
2584,AURORA ENERGY LLC - 99701RRNRG1204F,2014,Air,Barium and barium compounds,121.0,NA
2585,AURORA ENERGY LLC - 99701RRNRG1204F,2014,Air,Manganese and manganese compounds,108.0,NA
2586,AURORA ENERGY LLC - 99701RRNRG1204F,2014,Air,Lead and lead compounds,93.0,NA
2587,AURORA ENERGY LLC - 99701RRNRG1204F,2014,Air,Mercury and mercury compounds,7.1,NA
2596,AURORA ENERGY LLC - 99701RRNRG1204F,2015,Air,Barium and barium compounds,163.0,NA
2597,AURORA ENERGY LLC - 99701RRNRG1204F,2015,Air,Manganese and manganese compounds,111.0,NA
2598,AURORA ENERGY LLC - 99701RRNRG1204F,2015,Air,Lead and lead compounds,95.0,NA
2599,AURORA ENERGY LLC - 99701RRNRG1204F,2015,Air,Mercury and mercury compounds,7.2,NA
2608,AURORA ENERGY LLC - 99701RRNRG1204F,2016,Air,Barium and barium compounds,151.0,NA
2609,AURORA ENERGY LLC - 99701RRNRG1204F,2016,Air,Manganese and manganese compounds,110.0,NA
2610,AURORA ENERGY LLC - 99701RRNRG1204F,2016,Air,Lead and lead compounds,94.0,NA
2611,AURORA ENERGY LLC - 99701RRNRG1204F,2016,Air,Mercury and mercury compounds,7.2,NA
2620,AURORA ENERGY LLC - 99701RRNRG1204F,2017,Air,Barium and barium compounds,169.4,NA
2621,AURORA ENERGY LLC - 99701RRNRG1204F,2017,Air,Manganese and manganese compounds,110.7,NA
2622,AURORA ENERGY LLC - 99701RRNRG1204F,2017,Air,Lead and lead compounds,95.0,NA
2623,AURORA ENERGY LLC - 99701RRNRG1204F,2017,Air,Mercury and mercury compounds,7.1,NA
2632,AURORA ENERGY LLC - 99701RRNRG1204F,2018,Air,Barium and barium compounds,166.5,NA
2633,AURORA ENERGY LLC - 99701RRNRG1204F,2018,Air,Manganese and manganese compounds,109.8,NA
2634,AURORA ENERGY LLC - 99701RRNRG1204F,2018,Air,Lead and lead compounds,94.1,NA
2635,AURORA ENERGY LLC - 99701RRNRG1204F,2018,Air,Mercury and mercury compounds,7.2,NA
2644,AURORA ENERGY LLC - 99701RRNRG1204F,2019,Air,Barium and barium compounds,206.2,NA
2645,AURORA ENERGY LLC - 99701RRNRG1204F,2019,Air,Manganese and manganese compounds,113.3,NA
2646,AURORA ENERGY LLC - 99701RRNRG1204F,2019,Air,Lead and lead compounds,97.2,NA
2647,AURORA ENERGY LLC - 99701RRNRG1204F,2019,Air,Mercury and mercury compounds,7.4,NA
2656,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2007,Air,Barium and barium compounds,16.0,NA
2657,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2007,Air,Manganese and manganese compounds,2.0,NA
2658,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2007,Air,Lead and lead compounds,0.7,NA
2659,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2007,Air,Mercury and mercury compounds,0.1,NA
2660,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2007,Air,Vanadium and vanadium compounds,0.0,NA
2666,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2008,Air,Barium and barium compounds,15.0,NA
2667,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2008,Air,Manganese and manganese compounds,2.0,NA
2668,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2008,Air,Lead and lead compounds,0.7,NA
2669,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2008,Air,Mercury and mercury compounds,0.1,NA
2670,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2008,Air,Vanadium and vanadium compounds,0.0,NA
2676,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2009,Air,Barium and barium compounds,11.0,NA
2677,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2009,Air,Manganese and manganese compounds,1.0,NA
2678,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2009,Air,Lead and lead compounds,0.6,NA
2679,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2009,Air,Mercury and mercury compounds,0.1,NA
2680,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2009,Air,Vanadium and vanadium compounds,0.0,NA
2686,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2010,Air,Barium and barium compounds,19.0,NA
2687,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2010,Air,Manganese and manganese compounds,2.0,NA
2688,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2010,Air,Vanadium and vanadium compounds,1.0,NA
2689,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2010,Air,Lead and lead compounds,0.8,NA
2690,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2010,Air,Mercury and mercury compounds,0.1,NA
2696,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2011,Air,Barium and barium compounds,21.0,NA
2697,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2011,Air,Manganese and manganese compounds,3.0,NA
2698,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2011,Air,Vanadium and vanadium compounds,1.0,NA
2699,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2011,Air,Lead and lead compounds,0.8,NA
2700,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2011,Air,Mercury and mercury compounds,0.1,NA
2706,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2012,Air,Barium and barium compounds,12.0,NA
2707,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2012,Air,Manganese and manganese compounds,1.0,NA
2708,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2012,Air,Lead and lead compounds,0.6,NA
2709,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2012,Air,Mercury and mercury compounds,0.1,NA
2710,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2012,Air,Vanadium and vanadium compounds,0.0,NA
2716,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2013,Air,Barium and barium compounds,8.0,NA
2717,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2013,Air,Manganese and manganese compounds,1.0,NA
2718,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2013,Air,Lead and lead compounds,0.5,NA
2719,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2013,Air,Mercury and mercury compounds,0.1,NA
2720,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2013,Air,Vanadium and vanadium compounds,0.0,NA
2726,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2014,Air,Barium and barium compounds,6.0,NA
2727,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2014,Air,Manganese and manganese compounds,1.0,NA
2728,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2014,Air,Lead and lead compounds,0.5,NA
2729,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2014,Air,Mercury and mercury compounds,0.1,NA
2730,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2014,Air,Vanadium and vanadium compounds,0.0,NA
2736,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2015,Air,Barium and barium compounds,6.0,NA
2737,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2015,Air,Manganese and manganese compounds,1.0,NA
2738,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2015,Air,Lead and lead compounds,0.5,NA
2739,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2015,Air,Vanadium and vanadium compounds,0.0,NA
2744,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2016,Air,Barium and barium compounds,8.68,NA
2745,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2016,Air,Manganese and manganese compounds,1.0,NA
2746,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2016,Air,Lead and lead compounds,0.5,NA
2747,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2016,Air,Vanadium and vanadium compounds,0.14,NA
2752,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2017,Air,Barium and barium compounds,5.93,NA
2753,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2017,Air,Manganese and manganese compounds,1.0,NA
2754,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2017,Air,Lead and lead compounds,0.5,NA
2755,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2017,Air,Vanadium and vanadium compounds,0.12,NA
2760,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2018,Air,Barium and barium compounds,9.79,NA
2761,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2018,Air,Manganese and manganese compounds,1.0,NA
2762,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2018,Air,Lead and lead compounds,0.6,NA
2763,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2018,Air,Vanadium and vanadium compounds,0.19,NA
2768,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2019,Air,Barium and barium compounds,5.66,NA
2769,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2019,Air,Manganese and manganese compounds,1.0,NA
2770,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2019,Air,Lead and lead compounds,0.5,NA
2771,USIBELLI COAL MINE INC - 9974WSBLLC1RIVE,2019,Air,Vanadium and vanadium compounds,0.0,NA
2776,US DOD USAF EIELSON AFB AK - 99702LSNRF2258C,2007,Air,Barium and barium compounds,1700.0,US DEPARTMENT OF DEFENSE
2777,US DOD USAF EIELSON AFB AK - 99702LSNRF2258C,2007,Air,Manganese and manganese compounds,85.0,US DEPARTMENT OF DEFENSE
2778,US DOD USAF EIELSON AFB AK - 99702LSNRF2258C,2007,Air,Lead and lead compounds,73.1,US DEPARTMENT OF DEFENSE
2779,US DOD USAF EIELSON AFB AK - 99702LSNRF2258C,2007,Air,Mercury and mercury compounds,14.4,US DEPARTMENT OF DEFENSE
2780,US DOD USAF EIELSON AFB AK - 99702LSNRF2258C,2007,Air,"Trimethylbenzene, 1,2,4-",3.0,US DEPARTMENT OF DEFENSE
2781,US DOD USAF EIELSON AFB AK - 99702LSNRF2258C,2007,Air,Xylene (mixed isomers),3.0,US DEPARTMENT OF DEFENSE
2782,US DOD USAF EIELSON AFB AK - 99702LSNRF2258C,2007,Air,Ethylbenzene,1.0,US DEPARTMENT OF DEFENSE
2783,US DOD USAF EIELSON AFB AK - 99702LSNRF2258C,2007,Air,Naphthalene,1.0,US DEPARTMENT OF DEFENSE
